,id_estacao,data_medicao,coleta,ponto,data_inicio,data_fim,ph,temperatura_do_ar,temperatura_da_agua,salinidade,oxigenio_dissolvido,turbidez,disco_de_secchi,profundidade_total,profundidade_de_coleta,coliformes_totais,escherichia_coli,nitrogenio_amoniacal,fosforo_total_mg_l,fosforo_total_mg_kg,fosfato_total,nitrato,silica,sulfeto,materia_organica
3097,1,2023-09-11 12:25:00,Regular,LRF4 - Fundo,2023-09-11 12:22:00,2023-09-11 12:25:00,7.89,,24.1,11.4,2.53,2.74,,,3.2,,,0.2,0.063,,0.018,<0.05,1.898,<0.1,
3098,1,2024-10-02 12:42:00,Regular,LRF2 - Fundo,2024-10-02 12:39:00,2024-10-02 12:42:00,8.27,,24.1,9.9,5.8,5.22,,,3.2,,,0.15,0.19,,0.016,0.22,6.4,<0.1 ,
3099,1,2023-10-02 12:54:00,Regular,LRF4 - Fundo,2023-10-02 12:51:00,2023-10-02 12:54:00,8.24,,24.1,9.9,5.38,5.02,,,3.2,,,0.11,0.141,,<0.016 ,0.21,6.9,<0.1 ,
3100,1,2023-10-02 12:42:00,Regular,LRF2 - Fundo,2023-10-02 12:39:00,2023-10-02 12:42:00,8.27,,24.1,9.9,5.8,5.22,,,3.2,,,0.15,0.19,,0.016,0.22,6.4,<0.1 ,
3101,1,2022-07-27 10:12:00,Regular,LRF3 - Fundo,2022-07-27 10:09:00,2022-07-27 10:12:00,8.04,,24.1,13.6,3.65,6.19,,,3.1,,,0.09,0.063,,<0.016,<0.05,2.6,0.1,
3102,1,2022-10-10  12:05:00,Regular,LRF2 - Fundo,2022-10-10  12:05:00,2022-10-10  12:05:00,7.22,,24.1,15.3,3.52,3.51,,,3.1,,,0.299,0.053,,<0.016 ,<0.05 ,5.5,<0.1 ,
3103,1,2024-05-14 10:53:00,Extra,LRF2 - Fundo,2024-05-14 10:50:00,2024-05-14 10:53:00,,,24.2,,3.94,,,,,,,,,,,,,,
3104,1,2024-05-13 09:26:00,Extra,LRF5 - Superfície,2024-05-13 09:23:00,2024-05-13 09:26:00,,,24.2,,3.8,,,,,,,,,,,,,,
3105,1,2023-05-14 10:53:00,Extra,LRF2 - Fundo,2023-05-14 10:50:00,2023-05-14 10:53:00,,,24.2,,3.94,,,,,,,,,,,,,,
3106,1,2023-05-13 09:26:00,Extra,LRF5 - Superfície,2023-05-13 09:23:00,2023-05-13 09:26:00,,,24.2,,3.8,,,,,,,,,,,,,,
3107,1,2024-10-02 12:39:00,Regular,LRF2 - Meio Afótico,2024-10-02 12:36:00,2024-10-02 12:39:00,8.35,,24.2,9.9,6.29,5.34,,,2.0,,,0.14,0.239,,<0.016 ,0.23,8,<0.1 ,
3108,1,2023-09-06 10:52:00,Regular,LRF2 - Meio Eufótico,2023-09-06 10:49:00,2023-09-06 10:52:00,8.64,,24.2,9.6,7.66,3.81,,,2.0,,,0.25,0.088,,0.034,0.19,1.3,0.1,
3109,1,2022-07-25 11:29:00,Regular,LRF1 - Fundo,2022-07-25 11:25:00,2022-07-25 11:29:00,7.79,,24.2,13.28,3.74,10.3,,,2.0,,,0.28,0.101,,<0.016,<0.05,3.4,<0.1,
3110,1,2023-09-11 12:09:00,Regular,LRF2 - Meio Afótico,2023-09-11 12:06:00,2023-09-11 12:09:00,8.1,,24.2,10.8,4.32,4.23,,,2.0,,,0.09,0.185,,<0.016,<0.05,2.615,0.1,
3111,1,2023-09-06 10:55:00,Regular,LRF2 - Meio Afótico,2023-09-06 10:52:00,2023-09-06 10:55:00,8.55,,24.2,12.6,6.55,3.32,,,2.0,,,0.27,0.063,,0.04,0.19,1.3,0.1,
3112,1,2024-09-06 10:52:00,Regular,LRF2 - Meio Eufótico,2024-09-06 10:49:00,2024-09-06 10:52:00,8.64,,24.2,9.6,7.66,3.81,,,2.0,,,0.25,0.088,,0.034,0.19,1.3,0.1,
3113,1,2023-10-02 12:39:00,Regular,LRF2 - Meio Afótico,2023-10-02 12:36:00,2023-10-02 12:39:00,8.35,,24.2,9.9,6.29,5.34,,,2.0,,,0.14,0.239,,<0.016 ,0.23,8,<0.1 ,
3114,1,2024-09-11 12:09:00,Regular,LRF2 - Meio Afótico,2024-09-11 12:06:00,2024-09-11 12:09:00,8.1,,24.2,10.8,4.32,4.23,,,2.0,,,0.09,0.185,,<0.016,<0.05,2.615,0.1,
3115,1,2024-09-06 10:55:00,Regular,LRF2 - Meio Afótico,2024-09-06 10:52:00,2024-09-06 10:55:00,8.55,,24.2,12.6,6.55,3.32,,,2.0,,,0.27,0.063,,0.04,0.19,1.3,0.1,
3116,1,2024-10-02 12:24:00,Regular,LRF1 - Fundo,2024-10-02 12:21:00,2024-10-02 12:24:00,7.82,,24.2,9.8,3.61,2.73,,,3.0,,,0.12,0.093,,0.026,0.23,7.4,<0.1 ,
3117,1,2023-09-06 09:52:00,Regular,LRF3 - Fundo,2023-09-06 09:49:00,2023-09-06 09:52:00,8.53,,24.2,10.1,2.06,3.13,,,3.0,,,0.13,0.086,,<0.016,0.15,1.1,<0.1,
3118,1,2023-10-02 13:05:00,Regular,LRF6 - Fundo,2023-10-02 13:02:00,2023-10-02 13:05:00,8.09,,24.2,10.04,4.57,1.88,,,3.0,,,0.19,0.271,,<0.016 ,0.33,6.1,<0.1 ,
3119,1,2024-10-23 12:29:00,Regular,LRF1 - Fundo,2024-10-23  12:26,2024-10-23 12:29:00,7.47,,24.2,11.5,1.94,1.79,,,3.0,,,0.097,0.07,,<0.016 ,<0.05 ,2.3,0.1,
3120,1,2023-10-23 12:29:00,Regular,LRF1 - Fundo,2023-10-23  12:26,2023-10-23 12:29:00,7.47,,24.2,11.5,1.94,1.79,,,3.0,,,0.097,0.07,,<0.016 ,<0.05 ,2.3,0.1,
3121,1,2024-09-06 09:52:00,Regular,LRF3 - Fundo,2024-09-06 09:49:00,2024-09-06 09:52:00,8.53,,24.2,10.1,2.06,3.13,,,3.0,,,0.13,0.086,,<0.016,0.15,1.1,<0.1,
3122,1,2023-10-02 12:24:00,Regular,LRF1 - Fundo,2023-10-02 12:21:00,2023-10-02 12:24:00,7.82,,24.2,9.8,3.61,2.73,,,3.0,,,0.12,0.093,,0.026,0.23,7.4,<0.1 ,
3123,1,2024-10-02 13:05:00,Regular,LRF6 - Fundo,2024-10-02 13:02:00,2024-10-02 13:05:00,8.09,,24.2,10.04,4.57,1.88,,,3.0,,,0.19,0.271,,<0.016 ,0.33,6.1,<0.1 ,
3124,1,2024-05-15 12:13:00,Regular,LRF3 - Fundo,2024-05-15 12:08:00,2024-05-15 12:13:00,6.87,,24.2,9.9,3.05,2.42,,,3.5,,,0.16,0.042,,<0.016,0.19,7.7,0.1,
3125,1,2023-05-15 12:13:00,Regular,LRF3 - Fundo,2023-05-15 12:08:00,2023-05-15 12:13:00,6.87,,24.2,9.9,3.05,2.42,,,3.5,,,0.16,0.042,,<0.016,0.19,7.7,0.1,
3126,1,2023-05-15 11:32:00,Regular,LRF2 - Fundo,2023-05-15 11:28:00,2023-05-15 11:32:00,7.08,,24.2,9.9,5.01,3.02,,,3.5,,,0.3,0.022,,<0.016,0.18,7.6,0.1,
3127,1,2024-05-15 11:32:00,Regular,LRF2 - Fundo,2024-05-15 11:28:00,2024-05-15 11:32:00,7.08,,24.2,9.9,5.01,3.02,,,3.5,,,0.3,0.022,,<0.016,0.18,7.6,0.1,
3128,1,2024-09-06 09:46:00,Regular,LRF3 - Meio Eufótico,2024-09-06 09:43:00,2024-09-06 09:46:00,8.48,,24.2,9.7,6.92,2.71,,,1.0,,,0.13,0.084,,0.031,0.18,1.1,<0.1,
3129,1,2022-09-21  11:40:00,Regular,LRF2 - Meio Eufótico,2022-09-21  11:38:00,2022-09-21  11:40:00,8.11,,24.2,13.73,7.25,3.06,,,1.0,,,0.11,0.063,,<0.016,<0.05,3,<0.1,
3130,1,2024-10-02 11:46:00,Regular,LRF3 - Meio Eufótico,2024-10-02 11:43:00,2024-10-02 11:46:00,8.29,,24.2,9.8,6.05,2.74,,,1.0,,,0.13,0.102,,0.016,0.31,5.8,<0.1 ,
3131,1,2023-10-02 12:36:00,Regular,LRF2 - Meio Eufótico,2023-10-02 12:33:00,2023-10-02 12:36:00,8.41,,24.2,9.9,7.33,5.1,,,1.0,,,0.12,0.092,,<0.016 ,0.23,6.3,<0.1 ,
3132,1,2023-10-02 11:46:00,Regular,LRF3 - Meio Eufótico,2023-10-02 11:43:00,2023-10-02 11:46:00,8.29,,24.2,9.8,6.05,2.74,,,1.0,,,0.13,0.102,,0.016,0.31,5.8,<0.1 ,
3133,1,2024-10-02 12:36:00,Regular,LRF2 - Meio Eufótico,2024-10-02 12:33:00,2024-10-02 12:36:00,8.41,,24.2,9.9,7.33,5.1,,,1.0,,,0.12,0.092,,<0.016 ,0.23,6.3,<0.1 ,
3134,1,2023-09-06 09:46:00,Regular,LRF3 - Meio Eufótico,2023-09-06 09:43:00,2023-09-06 09:46:00,8.48,,24.2,9.7,6.92,2.71,,,1.0,,,0.13,0.084,,0.031,0.18,1.1,<0.1,
3135,1,2024-10-02 13:02:00,Regular,LRF6 - Meio,2024-10-02 12:59:00,2024-10-02 13:02:00,8.08,,24.2,9.9,4.4,2.26,,,1.5,,,0.13,0.176,,<0.016 ,0.22,7.7,<0.1 ,
3136,1,2023-05-15 10:48:00,Regular,LRF6 - Meio,2023-05-15 10:44:00,2023-05-15 10:48:00,6.95,,24.2,9.8,4.34,<1.5,,,1.5,,,0.13,0.052,,<0.016,0.21,7.5,0.1,
3137,1,2024-10-23 13:05:00,Regular,LRF4 - Meio,2024-10-23  13:00,2024-10-23 13:05:00,8.7,,24.2,12.2,9.53,1.78,,,1.5,,,0.051,0.072,,<0.016 ,<0.05 ,1.7,0.1,
3138,1,2024-05-15 10:48:00,Regular,LRF6 - Meio,2024-05-15 10:44:00,2024-05-15 10:48:00,6.95,,24.2,9.8,4.34,<1.5,,,1.5,,,0.13,0.052,,<0.016,0.21,7.5,0.1,
3139,1,2023-10-23 13:05:00,Regular,LRF4 - Meio,2023-10-23  13:00,2023-10-23 13:05:00,8.7,,24.2,12.2,9.53,1.78,,,1.5,,,0.051,0.072,,<0.016 ,<0.05 ,1.7,0.1,
3140,1,2024-10-02 12:51:00,Regular,LRF4 - Meio,2024-10-02 12:48:00,2024-10-02 12:51:00,8.38,,24.2,9.9,6.47,3.4,,,1.5,,,0.11,0.124,,<0.016 ,0.2,6.3,<0.1 ,
3141,1,2023-10-02 12:51:00,Regular,LRF4 - Meio,2023-10-02 12:48:00,2023-10-02 12:51:00,8.38,,24.2,9.9,6.47,3.4,,,1.5,,,0.11,0.124,,<0.016 ,0.2,6.3,<0.1 ,
3142,1,2023-10-02 13:02:00,Regular,LRF6 - Meio,2023-10-02 12:59:00,2023-10-02 13:02:00,8.08,,24.2,9.9,4.4,2.26,,,1.5,,,0.13,0.176,,<0.016 ,0.22,7.7,<0.1 ,
3143,1,2024-09-06 10:49:00,Regular,LRF2 - Superfície,2024-09-06 10:46:00,2024-09-06 10:49:00,8.67,21.0,24.2,9.6,7.66,4.38,55.0,3.7,0.3,3500,920,0.14,0.071,,0.047,0.18,1.3,0.1,
3144,1,2023-09-11 12:18:00,Regular,LRF4 - Superfície,2023-09-11 12:15:00,2023-09-11 12:18:00,8.12,30.0,24.2,10.3,10.89,2.95,103.0,3.7,0.3,<1.8,<1.8,0.11,0.067,,0.019,<0.05,1.784,<0.1,
3145,1,2023-09-06 09:43:00,Regular,LRF3 - Superfície,2023-09-06 09:40:00,2023-09-06 09:43:00,8.48,21.0,24.2,9.7,7.12,3.48,101.0,3.5,0.3,240,79,0.47,0.057,,0.033,0.18,1.2,<0.1,
3146,1,2023-10-02 12:33:00,Regular,LRF2 - Superfície,2023-10-02 12:30:00,2023-10-02 12:33:00,8.45,23.0,24.2,9.9,7.67,7.03,63.0,3.7,0.3,330,130,0.14,0.09,,0.017,0.23,6.4,<0.1 ,
3147,1,2023-09-06 10:33:00,Regular,LRF1 - Superfície,2023-09-06 10:30:00,2023-09-06 10:33:00,8.69,21.0,24.2,9.7,7.71,2.15,103.0,3.5,0.3,975,76,0.34,0.08,,0.048,0.18,1.4,0.1,
3148,1,2024-10-02 13:10:00,Regular,LRF5 - Superfície,2024-10-02 13:07:00,2024-10-02 13:10:00,8.37,23.0,24.2,9.8,6.12,2.05,171.0,3.0,0.3,>16.000,16000,0.13,0.102,,<0.016 ,0.21,6.3,0.1,
3149,1,2023-08-21 12:40:00,Regular,LRF1 - Superfície,2023-08-21 12:37:00,2023-08-21 12:40:00,8.39,25.0,24.2,10.2,8.64,3.27,100.0,3.5,0.3,7300,1020,0.21,0.055,,<0.016,0.3,4.8,<0.1,
3150,1,2024-08-21 12:40:00,Regular,LRF1 - Superfície,2024-08-21 12:37:00,2024-08-21 12:40:00,8.39,25.0,24.2,10.2,8.64,3.27,100.0,3.5,0.3,7300,1020,0.21,0.055,,<0.016,0.3,4.8,<0.1,
3151,1,2023-10-02 12:18:00,Regular,LRF1 - Superfície,2023-10-02 12:15:00,2023-10-02 12:18:00,7.8,23.0,24.2,9.8,3.44,2.34,151.0,3.3,0.3,460,20,0.15,0.114,,<0.016 ,0.19,6.6,0.1,
3152,1,2024-10-02 11:43:00,Regular,LRF3 - Superfície,2024-10-02 11:40:00,2024-10-02 11:43:00,8.27,23.0,24.2,9.8,6.14,5.04,82.0,3.3,0.3,5400,170,0.14,0.101,,<0.016 ,0.25,6.4,0.1,
3153,1,2024-09-06 09:43:00,Regular,LRF3 - Superfície,2024-09-06 09:40:00,2024-09-06 09:43:00,8.48,21.0,24.2,9.7,7.12,3.48,101.0,3.5,0.3,240,79,0.47,0.057,,0.033,0.18,1.2,<0.1,
3154,1,2024-09-06 10:33:00,Regular,LRF1 - Superfície,2024-09-06 10:30:00,2024-09-06 10:33:00,8.69,21.0,24.2,9.7,7.71,2.15,103.0,3.5,0.3,975,76,0.34,0.08,,0.048,0.18,1.4,0.1,
3155,1,2023-09-06 10:49:00,Regular,LRF2 - Superfície,2023-09-06 10:46:00,2023-09-06 10:49:00,8.67,21.0,24.2,9.6,7.66,4.38,55.0,3.7,0.3,3500,920,0.14,0.071,,0.047,0.18,1.3,0.1,
3156,1,2024-10-02 12:33:00,Regular,LRF2 - Superfície,2024-10-02 12:30:00,2024-10-02 12:33:00,8.45,23.0,24.2,9.9,7.67,7.03,63.0,3.7,0.3,330,130,0.14,0.09,,0.017,0.23,6.4,<0.1 ,
3157,1,2022-09-21  11:37:00,Regular,LRF2 - Superfície,2022-09-21  11:35:00,2022-09-21  11:37:00,8.11,24.0,24.2,13.73,7.26,3.52,112.0,3.8,0.3,49,5,0.12,0.065,,<0.016,<0.05,3,<0.1,
3158,1,2023-10-02 11:43:00,Regular,LRF3 - Superfície,2023-10-02 11:40:00,2023-10-02 11:43:00,8.27,23.0,24.2,9.8,6.14,5.04,82.0,3.3,0.3,5400,170,0.14,0.101,,<0.016 ,0.25,6.4,0.1,
3159,1,2022-07-20 11:52:00,Regular,LRF2 - Superfície,2022-07-20 11:49:00,2022-07-20 11:52:00,8.13,23.0,24.2,12.8,4.19,3.45,130.0,3.6,0.3,460,110,0.389,0.064,,0.03,0.064,3.3,<0.1,
3160,1,2023-10-02 13:10:00,Regular,LRF5 - Superfície,2023-10-02 13:07:00,2023-10-02 13:10:00,8.37,23.0,24.2,9.8,6.12,2.05,171.0,3.0,0.3,>16.000,16000,0.13,0.102,,<0.016 ,0.21,6.3,0.1,
3161,1,2024-09-11 12:18:00,Regular,LRF4 - Superfície,2024-09-11 12:15:00,2024-09-11 12:18:00,8.12,30.0,24.2,10.3,10.89,2.95,103.0,3.7,0.3,<1.8,<1.8,0.11,0.067,,0.019,<0.05,1.784,<0.1,
3162,1,2024-10-02 12:18:00,Regular,LRF1 - Superfície,2024-10-02 12:15:00,2024-10-02 12:18:00,7.8,23.0,24.2,9.8,3.44,2.34,151.0,3.3,0.3,460,20,0.15,0.114,,<0.016 ,0.19,6.6,0.1,
3163,1,,Regular,LRF3 - Fundo,2022-05-18 10:57:00,,9.04,,24.2,10.49,4.84,2.82,,,3.3,,,0.26,0.062,,<0.016,<0.05,<1.0,<0.1,
3164,1,2024-05-15 11:50:00,Regular,LRF1 - Fundo,2024-05-15 11:45:00,2024-05-15 11:50:00,6.96,,24.2,9.9,3.9,<1.5,,,3.2,,,0.27,0.028,,<0.016,0.19,7.6,0.1,
3165,1,2023-05-15 11:50:00,Regular,LRF1 - Fundo,2023-05-15 11:45:00,2023-05-15 11:50:00,6.96,,24.2,9.9,3.9,<1.5,,,3.2,,,0.27,0.028,,<0.016,0.19,7.6,0.1,
3166,1,2023-05-14 11:10:00,Extra,LRF6 - Fundo,2023-05-14 11:07:00,2023-05-14 11:10:00,,,24.3,,5.82,,,,,,,,,,,,,,
3167,1,2023-05-13 09:29:00,Extra,LRF5 - Fundo,2023-05-13 09:26:00,2023-05-13 09:29:00,,,24.3,,3.5,,,,,,,,,,,,,,
3168,1,2023-05-14 10:46:00,Extra,LRF1 - Fundo,2023-05-14 10:43:00,2023-05-14 10:46:00,,,24.3,,2.77,,,,,,,,,,,,,,
3169,1,2024-05-14 11:10:00,Extra,LRF6 - Fundo,2024-05-14 11:07:00,2024-05-14 11:10:00,,,24.3,,5.82,,,,,,,,,,,,,,
3170,1,2024-05-13 09:29:00,Extra,LRF5 - Fundo,2024-05-13 09:26:00,2024-05-13 09:29:00,,,24.3,,3.5,,,,,,,,,,,,,,
3171,1,2023-05-13 09:34:00,Extra,LRF6 - Fundo,2023-05-13 09:31:00,2023-05-13 09:34:00,,,24.3,,3.36,,,,,,,,,,,,,,
3172,1,2024-05-14 10:46:00,Extra,LRF1 - Fundo,2024-05-14 10:43:00,2024-05-14 10:46:00,,,24.3,,2.77,,,,,,,,,,,,,,
3173,1,2024-05-13 09:34:00,Extra,LRF6 - Fundo,2024-05-13 09:31:00,2024-05-13 09:34:00,,,24.3,,3.36,,,,,,,,,,,,,,
3174,1,2024-09-04 12:46:00,Regular,LRF3 - Meio Afótico,2024-09-04 12:43:00,2024-09-04 12:46:00,8.94,,24.3,9.5,12.78,4.12,,,2.0,,,0.18,0.041,,0.022,0.22,3.966,0.1,
3175,1,2022-07-27 10:39:00,Regular,LRF2 - Meio Afótico,2022-07-27 10:36:00,2022-07-27 10:39:00,8.22,,24.3,13.3,4.08,4.89,,,2.0,,,0.15,0.061,,<0.016,<0.05,2.5,0.1,
3176,1,2023-05-15 11:28:00,Regular,LRF2 - Meio Afótico,2023-05-15 11:23:00,2023-05-15 11:28:00,7.15,,24.3,9.8,5.31,3.6,,,2.0,,,0.12,0.027,,<0.016,0.18,7.8,0.1,
3177,1,2023-09-04 12:46:00,Regular,LRF3 - Meio Afótico,2023-09-04 12:43:00,2023-09-04 12:46:00,8.94,,24.3,9.5,12.78,4.12,,,2.0,,,0.18,0.041,,0.022,0.22,3.966,0.1,
3178,1,2024-05-15 11:28:00,Regular,LRF2 - Meio Afótico,2024-05-15 11:23:00,2024-05-15 11:28:00,7.15,,24.3,9.8,5.31,3.6,,,2.0,,,0.12,0.027,,<0.016,0.18,7.8,0.1,
3179,1,2024-10-04 13:31:00,Regular,LRF5 - Fundo,2024-10-04 13:28:00,2024-10-04 13:31:00,8.95,,24.3,11,6.75,1.78,,,2.5,,,0.2,0.051,,0.02,0.09,5.6,0.1,
3180,1,2022-07-27 11:20:00,Regular,LRF5 - Fundo,2022-07-27 11:17:00,2022-07-27 11:20:00,7.96,,24.3,13.2,3.63,6.21,,,2.5,,,0.13,0.072,,<0.016,0.089,2.1,<0.1,
3181,1,2022-11-09 13:04:00,Regular,LRF5 - Fundo,2022-11-09 13:01:00,2022-11-09 13:04:00,8.0,,24.3,13.3,9.19,5.23,,,2.5,,,0.052,0.101,,0.04,0.07,5.5,<0.1,
3182,1,2023-10-04 13:31:00,Regular,LRF5 - Fundo,2023-10-04 13:28:00,2023-10-04 13:31:00,8.95,,24.3,11,6.75,1.78,,,2.5,,,0.2,0.051,,0.02,0.09,5.6,0.1,
3183,1,2023-09-11 11:12:00,Regular,LRF3 - Fundo,2023-09-11 11:09:00,2023-09-11 11:12:00,7.61,,24.3,10.9,1.2,8.7,,,3.0,,,0.24,0.105,,0.018,<0.05,1.982,<0.1,
3184,1,2023-10-23 13:19:00,Regular,LRF6 - Fundo,2023-10-23  13:16,2023-10-23 13:19:00,7.55,,24.3,11..9,2.21,1.98,,,3.0,,,0.03,0.1,,<0.016 ,<0.05 ,1.4,0.1,
3185,1,2022-07-27 10:27:00,Regular,LRF1 - Fundo,2022-07-27 10:24:00,2022-07-27 10:27:00,7.86,,24.3,13.5,3,5.62,,,3.0,,,0.1,0.064,,<0.016,<0.05,2.7,<0.1,
3186,1,2024-10-23 13:19:00,Regular,LRF6 - Fundo,2024-10-23  13:16,2024-10-23 13:19:00,7.55,,24.3,11..9,2.21,1.98,,,3.0,,,0.03,0.1,,<0.016 ,<0.05 ,1.4,0.1,
3187,1,2022-08-01 12:15:00,Regular,LRF4 - Fundo,2022-08-01 12:12:00,2022-08-01 12:15:00,7.31,,24.3,13.4,3.79,2.95,,,3.0,,,0.38,0.08,,0.026,<0.05,2.5,<0.1,
3188,1,2024-09-11 11:12:00,Regular,LRF3 - Fundo,2024-09-11 11:09:00,2024-09-11 11:12:00,7.61,,24.3,10.9,1.2,8.7,,,3.0,,,0.24,0.105,,0.018,<0.05,1.982,<0.1,
3189,1,2022-05-16 11:30:00,Regular,LRF3 - Fundo,2022-05-16 11:25:00,2022-05-16 11:30:00,9.26,,24.3,10.34,6.41,7.7,,,3.0,,,0.21,0.054,,0.016,<0.05,<1.0,<0.1,
3190,1,2024-10-23 12:41:00,Regular,LRF2 - Meio Eufótico,2024-10-23  12:39,2024-10-23 12:41:00,8.85,,24.3,10.5,11.27,2.36,,,1.0,,,0.056,0.092,,<0.016 ,<0.05 ,1.4,0.1,
3191,1,2023-05-15 11:23:00,Regular,LRF2 - Meio Eufótico,2023-05-15 11:20:00,2023-05-15 11:23:00,7.17,,24.3,9.8,5.47,13.2,,,1.0,,,0.09,<0.016,,<0.016,0.21,8,0.1,
3192,1,2023-10-23 12:41:00,Regular,LRF2 - Meio Eufótico,2023-10-23  12:39,2023-10-23 12:41:00,8.85,,24.3,10.5,11.27,2.36,,,1.0,,,0.056,0.092,,<0.016 ,<0.05 ,1.4,0.1,
3193,1,2024-05-15 11:23:00,Regular,LRF2 - Meio Eufótico,2024-05-15 11:20:00,2024-05-15 11:23:00,7.17,,24.3,9.8,5.47,13.2,,,1.0,,,0.09,<0.016,,<0.016,0.21,8,0.1,
3194,1,2022-05-16 09:35:00,Regular,LRF5 - Meio,2022-05-16 09:25:00,2022-05-16 09:35:00,8.62,,24.3,10.44,8.37,2.93,,,1.5,,,0.25,0.058,,<0.016,<0.05,<1.0,<0.1,
3195,1,2022-10-10  12:48:00,Regular,LRF6 - Meio,2022-10-10  12:48:00,2022-10-10  12:48:00,8.0,,24.3,13.65,6,2.58,,,1.5,,,0.228,0.075,,<0.016 ,<0.05 ,8.2,<0.1 ,
3196,1,2023-10-02 12:59:00,Regular,LRF6 - Superfície,2023-10-02 12:56:00,2023-10-02 12:59:00,8.02,23.0,24.3,9.9,4.17,2.5,172.0,3.3,0.3,>16.000,330,0.15,0.179,,<0.016 ,0.17,5.7,<0.1 ,
3197,1,2024-10-02 12:48:00,Regular,LRF4 - Superfície,2024-10-02 12:45:00,2024-10-02 12:48:00,8.85,23.0,24.3,9.9,10.25,10.7,52.0,3.7,0.3,2400,790,0.15,0.146,,0.018,0.21,6.8,<0.1 ,
3198,1,2022-09-21  12:22:00,Regular,LRF5 - Superfície,2022-09-21  12:20:00,2022-09-21  12:22:00,7.77,24.0,24.3,14,6.62,2.77,109.0,3.0,0.3,700,8,0.28,0.049,,<0.016,<0.05,2.8,<0.1,
3199,1,2024-08-21 11:57:00,Regular,LRF3 - Superfície,2024-08-21 11:54:00,2024-08-21 11:57:00,8.45,25.0,24.3,10,8.85,3.22,104.0,3.5,0.3,2400,540,0.17,0.081,,<0.016,0.28,4.9,<0.1,
3200,1,2024-05-15 11:20:00,Regular,LRF2 - Superfície,2024-05-15 11:10:00,2024-05-15 11:20:00,7.21,25.0,24.3,9.8,5.63,2.71,200.0,4.0,0.3,540,70,0.15,0.03,,<0.016,0.19,8.2,0.2,
3201,1,2022-09-26 13:32:00,Regular,LRF5 - Superfície,2022-09-26 13:30:00,2022-09-26 13:32:00,8.56,24.0,24.3,14.32,8.03,3.23,106.0,3.0,0.3,79,5,0.165,0.04,,<0.016,<0.05,1.5,<0.1,
3202,1,2023-09-06 11:16:00,Regular,LRF5 - Superfície,2023-09-06 11:13:00,2023-09-06 11:16:00,8.63,21.0,24.3,9.8,7.70 -,3.13,100.0,3.0,0.3,2400,920,0.27,0.051,,0.035,0.15,1.5,<0.1,
3203,1,2023-08-21 11:57:00,Regular,LRF3 - Superfície,2023-08-21 11:54:00,2023-08-21 11:57:00,8.45,25.0,24.3,10,8.85,3.22,104.0,3.5,0.3,2400,540,0.17,0.081,,<0.016,0.28,4.9,<0.1,
3204,1,2023-08-21 13:23:00,Regular,LRF4 - Superfície,2023-08-21 13:20:00,2023-08-21 13:23:00,8.38,25.0,24.3,10,8.23,3.22,102.0,3.7,0.3,9200,540,0.19,0.015,,<0.016,0.32,4.5,<0.1,
3205,1,2024-05-15 10:44:00,Regular,LRF6 - Superfície,2024-05-15 10:39:00,2024-05-15 10:44:00,7.05,25.0,24.3,9.7,4.79,<1.5,300.0,3.5,0.3,920,33,0.1,0.054,,<0.016,0.22,7.5,0.1,
3206,1,2022-07-25 11:54:00,Regular,LRF4 - Superfície,2022-07-25 11:50:00,2022-07-25 11:54:00,9.08,26.0,24.3,12.98,11.16,6.06,76.0,3.5,0.3,<1.8,<1.8,0.08,0.078,,<0.016,0.05,2.1,<0.1,
3207,1,2022-07-20 12:11:00,Regular,LRF4 - Superfície,2022-07-20 12:08:00,2022-07-20 12:11:00,8.18,23.0,24.3,12.9,4.34,3.54,150.0,3.6,0.3,3500,22,0.337,0.066,,0.029,0.05,3.4,<0.1,
3208,1,2024-08-21 13:23:00,Regular,LRF4 - Superfície,2024-08-21 13:20:00,2024-08-21 13:23:00,8.38,25.0,24.3,10,8.23,3.22,102.0,3.7,0.3,9200,540,0.19,0.015,,<0.016,0.32,4.5,<0.1,
3209,1,2022-05-16 09:25:00,Regular,LRF5 - Superfície,2022-05-16 09:20:00,2022-05-16 09:25:00,7.68,23.0,24.3,10.43,8.6,2.96,142.0,3.1,0.3,5400,1600,0.26,0.065,,0.018,<0.05,<1.0,<0.1,
3210,1,2022-07-20 11:31:00,Regular,LRF1 - Superfície,2022-07-20 11:28:00,2022-07-20 11:31:00,8.18,23.0,24.3,12.8,4.48,3.45,150.0,3.5,0.3,350,240,0.52,0.062,,0.029,0.07,2.2,<0.1,
3211,1,2024-10-02 12:59:00,Regular,LRF6 - Superfície,2024-10-02 12:56:00,2024-10-02 12:59:00,8.02,23.0,24.3,9.9,4.17,2.5,172.0,3.3,0.3,>16.000,330,0.15,0.179,,<0.016 ,0.17,5.7,<0.1 ,
3212,1,2024-09-06 11:16:00,Regular,LRF5 - Superfície,2024-09-06 11:13:00,2024-09-06 11:16:00,8.63,21.0,24.3,9.8,7.70 -,3.13,100.0,3.0,0.3,2400,920,0.27,0.051,,0.035,0.15,1.5,<0.1,
3213,1,2023-08-07 13:49:00,Regular,LRF6 - Superfície,2023-08-07 13:46:00,2023-08-07 13:49:00,8.74,28.0,24.3,10.7,9.56,5.23,97.0,3.0,0.3,350,17,0.14,0.032,,<0.016,0.36,4.6,<0.1,
